rank,repo_name,forks,stars,language,repo_url,description,id
134,spring-analysis,4066,12624,Java,https://github.com/seaswalker/spring-analysis,Spring源码阅读,MDEwOlJlcG9zaXRvcnk2Nzc3ODAzMQ==
136,GSYVideoPlayer,4006,18393,Java,https://github.com/CarGuo/GSYVideoPlayer,"视频播放器（IJKplayer、ExoPlayer、MediaPlayer），HTTPS，支持弹幕，外挂字幕，支持滤镜、水印、gif截图，片头广告、中间广告，多个同时播放，支持基本的拖动，声音、亮度调节，支持边播边缓存，支持视频自带rotation的旋转（90,270之类），重力旋转与手动旋转的同步支持，支持列表播放 ，列表全屏动画，视频加载速度，列表小窗口支持拖动，动画效果，调整比例，多分辨率切换，支持切换播放器，进度条小窗口预览，列表切换详情页面无缝播放，rtsp、concat、mpeg。 ",MDEwOlJlcG9zaXRvcnk3MzYxNDcyMg==
137,java8-tutorial,3970,16231,Java,https://github.com/winterbe/java8-tutorial,Modern Java - A Guide to Java 8,MDEwOlJlcG9zaXRvcnkxNzgwNDU4NA==
138,PhotoView,3920,18474,Java,https://github.com/Baseflow/PhotoView,"Implementation of ImageView for Android that supports zooming, by various touch gestures.",MDEwOlJlcG9zaXRvcnk1MDg0NzUw
139,Algorithms,3917,14525,Java,https://github.com/williamfiset/Algorithms,A collection of algorithms and data structures,MDEwOlJlcG9zaXRvcnk4NTM3MTI2Mg==
140,phonegap-plugins,3907,981,Java,https://github.com/purplecabbage/phonegap-plugins,Plugins for use with PhoneGap. ,MDEwOlJlcG9zaXRvcnk1MDA0Mzc=
141,Mycat-Server,3890,9378,Java,https://github.com/MyCATApache/Mycat-Server,,MDEwOlJlcG9zaXRvcnkyNzUxOTgwMA==
142,BigData-Notes,3878,13605,Java,https://github.com/heibaiying/BigData-Notes,大数据入门指南  :star:,MDEwOlJlcG9zaXRvcnkxNzQ3NjU2NDc=
143,beam,3873,6658,Java,https://github.com/apache/beam,Apache Beam is a unified programming model for Batch and Streaming data processing.,MDEwOlJlcG9zaXRvcnk1MDkwNDI0NQ==
144,leetcode,3871,21601,Java,https://github.com/doocs/leetcode,😏 LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,MDEwOlJlcG9zaXRvcnkxNDkwMDEzNjU=
145,mybatis-plus,3871,14249,Java,https://github.com/baomidou/mybatis-plus,An powerful enhanced toolkit of MyBatis for simplify development,MDEwOlJlcG9zaXRvcnk2NTk4NzA0Mw==
146,cw-omnibus,3855,5311,Java,https://github.com/commonsguy/cw-omnibus,Source code to omnibus edition of _The Busy Coder's Guide to Android Development_,MDEwOlJlcG9zaXRvcnkzNjk1NzQ0
147,gs-spring-boot,3845,771,Java,https://github.com/spring-guides/gs-spring-boot,Building an Application with Spring Boot :: Learn how to build an application with minimal configuration.,MDEwOlJlcG9zaXRvcnkxMTc3MjE1OQ==
148,cas,3831,10045,Java,https://github.com/apereo/cas,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,MDEwOlJlcG9zaXRvcnkyMzUyNzQ0
149,spring-boot-api-project-seed,3788,9274,Java,https://github.com/lihengming/spring-boot-api-project-seed,:seedling::rocket:一个基于Spring Boot & MyBatis的种子项目，用于快速构建中小型API、RESTful API项目~,MDEwOlJlcG9zaXRvcnk5NTIwODYyMw==
150,fresco,3786,16925,Java,https://github.com/facebook/fresco,An Android library for managing images and the memory they use.,MDEwOlJlcG9zaXRvcnkzMTUzMzk5Nw==
151,spring-mvc-showcase,3772,4986,Java,https://github.com/spring-attic/spring-mvc-showcase,Demonstrates the features of the Spring MVC web framework,MDEwOlJlcG9zaXRvcnkxODQzMDQ3
152,SpringCloud,3758,8020,Java,https://github.com/zhoutaoo/SpringCloud,基于SpringCloud2.1的微服务开发脚手架，整合了spring-security-oauth2、nacos、feign、sentinel、springcloud-gateway等。服务治理方面引入elasticsearch、skywalking、springboot-admin、zipkin等，让项目开发快速进入业务开发，而不需过多时间花费在架构搭建上。持续更新中,MDEwOlJlcG9zaXRvcnk5ODEwMzMyMg==
153,disruptor,3758,15866,Java,https://github.com/LMAX-Exchange/disruptor,High Performance Inter-Thread Messaging Library,MDEwOlJlcG9zaXRvcnk1OTAxOTAw
158,java-web-app-docker,3750,16,Java,https://github.com/MithunTechnologiesDevOps/java-web-app-docker,,MDEwOlJlcG9zaXRvcnkxOTUwOTg2MDA=
154,dolphinscheduler,3743,10173,Java,https://github.com/apache/dolphinscheduler,"Apache DolphinScheduler is the modern data workflow orchestration platform with powerful user interface, dedicated to solving complex task dependencies in the data pipeline and providing various types of jobs available `out of the box`",MDEwOlJlcG9zaXRvcnkxNzMzMzU3MDY=
155,jedis,3737,10987,Java,https://github.com/redis/jedis,Redis Java client designed for performance and ease of use.,MDEwOlJlcG9zaXRvcnk3MTU2MDU=
156,bazel,3707,20518,Java,https://github.com/bazelbuild/bazel,"a fast, scalable, multi-language and extensible build system",MDEwOlJlcG9zaXRvcnkyMDc3Mzc3Mw==
157,pinpoint,3707,12667,Java,https://github.com/pinpoint-apm/pinpoint,"APM, (Application Performance Management) tool for large-scale distributed systems. ",MDEwOlJlcG9zaXRvcnkyNTQ1OTQwMA==
159,flink-learning,3684,13299,Java,https://github.com/zhisheng17/flink-learning,flink learning blog. http://www.54tianzhisheng.cn/  含 Flink 入门、概念、原理、实战、性能调优、源码解析等内容。涉及 Flink Connector、Metrics、Library、DataStream API、Table API & SQL 等内容的学习案例，还有 Flink 落地应用的大型项目案例（PVUV、日志存储、百亿数据实时去重、监控告警）分享。欢迎大家支持我的专栏《大数据实时计算引擎 Flink 实战与性能优化》,MDEwOlJlcG9zaXRvcnkxNjM3MjExOTI=
160,eureka,3676,11747,Java,https://github.com/Netflix/eureka,AWS Service registry for resilient mid-tier load balancing and failover.,MDEwOlJlcG9zaXRvcnk1MTk4MDQx
161,ActionBarSherlock,3622,7136,Java,https://github.com/JakeWharton/ActionBarSherlock,[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,MDEwOlJlcG9zaXRvcnkxNDUxMDYw
162,grpc-java,3617,10440,Java,https://github.com/grpc/grpc-java,The Java gRPC implementation. HTTP/2 based RPC,MDEwOlJlcG9zaXRvcnkyNzcyOTkyNg==
163,testing-samples,3593,8784,Java,https://github.com/android/testing-samples,A collection of samples demonstrating different frameworks and techniques for automated testing,MDEwOlJlcG9zaXRvcnkyNTA2MjMwMw==
164,rabbitmq-tutorials,3566,6248,Java,https://github.com/rabbitmq/rabbitmq-tutorials,Tutorials for using RabbitMQ in various ways,MDEwOlJlcG9zaXRvcnk5Mjc0NTQ=
165,PocketHub,3536,9416,Java,https://github.com/pockethub/PocketHub,PocketHub Android App,MDEwOlJlcG9zaXRvcnkyMzQ5NzI4
166,druid,3482,12502,Java,https://github.com/apache/druid,Apache Druid: a high performance real-time analytics database.,MDEwOlJlcG9zaXRvcnk2MzU4MTg4
167,dropwizard,3463,8371,Java,https://github.com/dropwizard/dropwizard,A damn simple library for building production-ready RESTful web services.,MDEwOlJlcG9zaXRvcnkxMjcyMTI5
168,liferay-portal,3443,1953,Java,https://github.com/liferay/liferay-portal,,MDEwOlJlcG9zaXRvcnkzMTc4ODc=
169,react-native-camera,3440,9618,Java,https://github.com/react-native-camera/react-native-camera,A Camera component for React Native. Also supports barcode scanning!,MDEwOlJlcG9zaXRvcnkzMzIxODQxNA==
170,Android,3429,3360,Java,https://github.com/hmkcode/Android,Android related examples,MDEwOlJlcG9zaXRvcnkxMjU0NDA5Mw==
171,Android-PickerView,3427,13270,Java,https://github.com/Bigkoo/Android-PickerView,"This is a picker view for android , support linkage effect, timepicker and optionspicker.（时间选择器、省市区三级联动）",MDEwOlJlcG9zaXRvcnkyODU1MDg3Mg==
172,apache-shiro-tutorial-webapp,3407,254,Java,https://github.com/lhazlewood/apache-shiro-tutorial-webapp,A step-by-step tutorial showing how to secure a web app with Apache Shiro,MDEwOlJlcG9zaXRvcnkxNDU0MDAzMg==
173,logstash,3404,13348,Java,https://github.com/elastic/logstash,"Logstash - transport and process your logs, events, or other data",MDEwOlJlcG9zaXRvcnkxMDkwMzEx
174,openhab-addons,3376,1748,Java,https://github.com/openhab/openhab-addons,Add-ons for openHAB,MDEwOlJlcG9zaXRvcnkxOTc1MzE5NQ==
175,openmrs-core,3371,1185,Java,https://github.com/openmrs/openmrs-core,OpenMRS API and web application code,MDEwOlJlcG9zaXRvcnk1MTg3OTc2
176,Android-CleanArchitecture,3365,15309,Java,https://github.com/android10/Android-CleanArchitecture,This is a sample app that is part of a series of blog posts I have written about how to architect an android application using Uncle Bob's clean architecture approach.,MDEwOlJlcG9zaXRvcnkyMzExMjUyNg==
178,mooc-software-testing,3353,43,Java,https://github.com/SERG-Delft/mooc-software-testing,,MDEwOlJlcG9zaXRvcnkxNDczMTc4MTQ=
177,cassandra,3350,7885,Java,https://github.com/apache/cassandra,Mirror of Apache Cassandra,MDEwOlJlcG9zaXRvcnkyMDY0MjQ=
179,tinker,3337,16716,Java,https://github.com/Tencent/tinker,"Tinker is a hot-fix solution library for Android, it supports dex, library and resources update without reinstall apk.",MDEwOlJlcG9zaXRvcnk2NzQ4MTk4Ng==
180,Apktool,3302,15970,Java,https://github.com/iBotPeaches/Apktool,A tool for reverse engineering Android apk files,MDEwOlJlcG9zaXRvcnkzNzY2NzA2
181,TVBoxOSC,3286,3806,Java,https://github.com/CatVodTVOfficial/TVBoxOSC,真的没有QQ群、QQ频道、论坛。打包分发注意开源协议，保留出处，不守规矩就不要搞。,R_kgDOHi_M8g
182,spring-data-examples,3257,4746,Java,https://github.com/spring-projects/spring-data-examples,Spring Data Example Projects,MDEwOlJlcG9zaXRvcnkxNjM4MTU3MQ==
183,shardingsphere-elasticjob,3255,7850,Java,https://github.com/apache/shardingsphere-elasticjob,Distributed scheduled job framework,MDEwOlJlcG9zaXRvcnk0MjMwNDc0OQ==
184,pulsar,3252,12471,Java,https://github.com/apache/pulsar,Apache Pulsar - distributed pub-sub messaging system,MDEwOlJlcG9zaXRvcnk2MjExNzgxMg==
185,hibernate-orm,3228,5332,Java,https://github.com/hibernate/hibernate-orm,Hibernate's core Object/Relational Mapping functionality,MDEwOlJlcG9zaXRvcnk5NjEwMzY=
186,ftc_app,3205,738,Java,https://github.com/ftctechnh/ftc_app,FTC Android Studio project to create FTC Robot Controller app.,MDEwOlJlcG9zaXRvcnkzNjMwMTg4MQ==
187,junit4,3200,8421,Java,https://github.com/junit-team/junit4,A programmer-oriented testing framework for Java.,MDEwOlJlcG9zaXRvcnkxMDYzMTA=
188,pentaho-kettle,3173,6466,Java,https://github.com/pentaho/pentaho-kettle,Pentaho Data Integration ( ETL ) a.k.a Kettle,MDEwOlJlcG9zaXRvcnkxMzQyMTg3OA==
189,spring-boot-examples,3165,1025,Java,https://github.com/in28minutes/spring-boot-examples,Code Examples for everything thats written on www.springboottutorial.com,MDEwOlJlcG9zaXRvcnkxMTIxNDczMDY=
190,hbase,3154,4815,Java,https://github.com/apache/hbase,Apache HBase,MDEwOlJlcG9zaXRvcnkyMDA4OTg1Nw==
191,CircleImageView,3140,14400,Java,https://github.com/hdodenhof/CircleImageView,A circular ImageView for Android,MDEwOlJlcG9zaXRvcnkxNjAwNTQxMA==
192,elasticsearch-analysis-ik,3127,14918,Java,https://github.com/medcl/elasticsearch-analysis-ik,"The IK Analysis plugin integrates Lucene IK analyzer into elasticsearch, support customized dictionary.",MDEwOlJlcG9zaXRvcnkyOTkzNTk1
193,ruoyi-vue-pro,3125,11334,Java,https://github.com/YunaiV/ruoyi-vue-pro,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,MDEwOlJlcG9zaXRvcnkzMzIzNTc2OTg=
194,Mybatis-PageHelper,3110,11616,Java,https://github.com/pagehelper/Mybatis-PageHelper,Mybatis通用分页插件,MDEwOlJlcG9zaXRvcnkyMDY1MTY3Mg==
195,spring-cloud-examples,3090,6019,Java,https://github.com/ityouknow/spring-cloud-examples,Spring Cloud 学习案例，服务发现、服务治理、链路追踪、服务监控等,MDEwOlJlcG9zaXRvcnk4OTY4NzI3MQ==
196,dagger,3084,7292,Java,https://github.com/square/dagger,A fast dependency injector for Android and Java.,MDEwOlJlcG9zaXRvcnk1Mjc5MDkx
197,zipkin,3054,16071,Java,https://github.com/openzipkin/zipkin,Zipkin is a distributed tracing system,MDEwOlJlcG9zaXRvcnk0NTc2MzA1
198,rocketmq-externals,3052,4383,Java,https://github.com/apache/rocketmq-externals,Mirror of Apache RocketMQ (Incubating),MDEwOlJlcG9zaXRvcnk4NDkxNjM3NA==
199,hsweb-framework,3027,8013,Java,https://github.com/hs-web/hsweb-framework,"hsweb (haʊs wɛb) 是一个基于spring-boot 2.x开发 ,首个使用全响应式编程的企业级后台管理系统基础项目。",MDEwOlJlcG9zaXRvcnk0OTg1MDcwNA==
200,android-samples,3011,2322,Java,https://github.com/googlemaps/android-samples,Samples demonstrating how to use Maps SDK for Android,MDEwOlJlcG9zaXRvcnkzNDM2NDI3OQ==
201,antlr4,3008,14113,Java,https://github.com/antlr/antlr4,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",MDEwOlJlcG9zaXRvcnk1MDE2ODc=
202,RxAndroid,3008,19778,Java,https://github.com/ReactiveX/RxAndroid,RxJava bindings for Android,MDEwOlJlcG9zaXRvcnkyMzA5NTk1NA==
203,DoKit,3006,19371,Java,https://github.com/didi/DoKit,一款面向泛前端产品研发全生命周期的效率平台。,MDEwOlJlcG9zaXRvcnkxNDQ3MDU2MDI=
215,myweb,3004,15,Java,https://github.com/javahometech/myweb,,MDEwOlJlcG9zaXRvcnk3NzkxMTA3NA==
204,spring-boot-admin,2999,11593,Java,https://github.com/codecentric/spring-boot-admin,Admin UI for administration of spring boot applications,MDEwOlJlcG9zaXRvcnkyMjI1NDg1Ng==
205,material-components-android,2969,14742,Java,https://github.com/material-components/material-components-android,Modular and customizable Material Design UI components for Android,MDEwOlJlcG9zaXRvcnk3NTY0MzA5Ng==
206,views-widgets-samples,2960,4662,Java,https://github.com/android/views-widgets-samples,Multiple samples showing the best practices in views-widgets on Android.,MDEwOlJlcG9zaXRvcnkyMDY4Nzc4NDU=
207,springside4,2960,5759,Java,https://github.com/springside/springside4,"A Spring Framework based, pragmatic style JavaEE application reference architecture.",MDEwOlJlcG9zaXRvcnkzNTIzNjMy
208,spring-cloud-gateway,2957,3942,Java,https://github.com/spring-cloud/spring-cloud-gateway,A Gateway built on Spring Framework and Spring Boot providing routing and more.,MDEwOlJlcG9zaXRvcnk3Mzk2MzgzNQ==
209,springBoot,2953,5970,Java,https://github.com/527515025/springBoot,springboot 框架与其它组件结合如 jpa、mybatis、websocket、security、shiro、cache等,MDEwOlJlcG9zaXRvcnk3MzAzNDEyMg==
210,api-samples,2932,4803,Java,https://github.com/youtube/api-samples,"Code samples for YouTube APIs, including the YouTube Data API, YouTube Analytics API, and YouTube Live Streaming API. The repo contains language-specific directories that contain the samples.",MDEwOlJlcG9zaXRvcnkxNTA1NTcxNw==
211,topjava,2930,286,Java,https://github.com/JavaOPs/topjava,Java Enterprise: Maven/ Spring/ Security/ JPA(Hibernate)/ REST(Jackson)/ Bootstrap(CSS)/ jQuery,MDEwOlJlcG9zaXRvcnk0MTM5MjQ4Mg==
212,SpringCloud-Learning,2904,7133,Java,https://github.com/dyc87112/SpringCloud-Learning,Spring Cloud基础教程，持续连载更新中,MDEwOlJlcG9zaXRvcnk2NjE3OTc4Nw==
213,greenDAO,2896,12571,Java,https://github.com/greenrobot/greenDAO,greenDAO is a light & fast ORM solution for Android that maps objects to SQLite databases.,MDEwOlJlcG9zaXRvcnkyNjI2NzUx
214,VBlog,2893,6861,Java,https://github.com/lenve/VBlog,V部落，Vue+SpringBoot实现的多用户博客管理平台!,MDEwOlJlcG9zaXRvcnkxMTU0MTQ1MTk=
218,maven-standalone-application,2881,10,Java,https://github.com/MithunTechnologiesDevOps/maven-standalone-application,,MDEwOlJlcG9zaXRvcnkxNTkxNDI1MTI=
216,PictureSelector,2856,12308,Java,https://github.com/LuckSiege/PictureSelector,Picture Selector Library for Android or 图片选择器,MDEwOlJlcG9zaXRvcnk3Nzk5MzU3OA==
217,JavaEETest,2847,3263,Java,https://github.com/lenve/JavaEETest,Spring、SpringMVC、MyBatis、Spring Boot案例,MDEwOlJlcG9zaXRvcnk3NjMxMzg3NA==
229,group_903,2845,20,Java,https://github.com/ShafigullinIK/group_903,,R_kgDOGGLIxA
219,InternetArchitect,2827,4146,Java,https://github.com/bjmashibing/InternetArchitect,年薪百万互联网架构师课程文档及源码(公开部分),MDEwOlJlcG9zaXRvcnkyMTYyMzY5MTc=
221,sample-java-project,2825,69,Java,https://github.com/skeeto/sample-java-project,Example Ant-based Java project,MDEwOlJlcG9zaXRvcnkyMDY4MjUw
220,dbeaver,2811,31265,Java,https://github.com/dbeaver/dbeaver,Free universal database tool and SQL client,MDEwOlJlcG9zaXRvcnk0NDY2MjY2OQ==
222,alluxio,2809,6148,Java,https://github.com/Alluxio/alluxio,"Alluxio, data orchestration for analytics and machine learning in the cloud",MDEwOlJlcG9zaXRvcnk3Mjc2OTU0
223,xUtils,2803,11,Java,https://github.com/sl531632/xUtils,android orm ioc bitmap http utils,MDEwOlJlcG9zaXRvcnkxMTcwNTg4NA==
224,Surviving-with-android,2793,1271,Java,https://github.com/survivingwithandroid/Surviving-with-android,Source code related to the posts in the blog,MDEwOlJlcG9zaXRvcnk2MTA2NDcy
225,VirtualApp,2787,9214,Java,https://github.com/asLody/VirtualApp,Virtual Engine for Android(Support 12.0 in business version),MDEwOlJlcG9zaXRvcnk2MjcyMjgxNA==
226,ssm,2784,5744,Java,https://github.com/liyifeng1994/ssm,手把手教你整合最优雅SSM框架：SpringMVC + Spring + MyBatis,MDEwOlJlcG9zaXRvcnk2MTQ0NjA4MA==
227,tcc-transaction,2774,5594,Java,https://github.com/changmingxie/tcc-transaction,tcc-transaction是TCC型事务java实现,MDEwOlJlcG9zaXRvcnk0NzQ0MjIyOA==
228,cim,2764,8786,Java,https://github.com/crossoverJie/cim,📲cim(cross IM) 适用于开发者的分布式即时通讯系统,MDEwOlJlcG9zaXRvcnkxMzQxNjQ3Nzc=
